hhid,round,comment,s12q14,s12q15,s12q1,s12q1b,s12q2,s12q2b,s12q3,s12q4,s12q5,s12q6,s12q6b,s12q7,s12q8,s12q9,s12q9b,s12q10a,s12q10b,s12q11,s12q12,s12q12b,s12q13
9090,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,10,No,Unprotected well,,No
9090,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9090,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9090,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,No
9090,6,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Protected well,,Yes
9091,1,,,,"Various (sticks, plastic, sheets, etc.)",,Cement,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,30,No,Unprotected well,,No
9091,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,8,No,Unprotected well,,Yes
9091,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9091,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9091,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Protected well,,Yes
9092,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,0,No,Borehole,,No
9092,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,35,No,Protected spring,,No
9092,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9092,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,Yes,Unprotected well,,Yes
9093,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,30,No,Unprotected well,,No
9093,3,0,Remained the same,,,,,,,,,,,,,Protected spring,,0,40,Yes,Protected spring,,No
9093,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9093,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9093,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Protected well,,No
9094,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,30,No,Borehole,,No
9094,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9094,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9094,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,Yes,Unprotected well,,Yes
9094,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Protected well,,No
9095,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,30,No,Borehole,,Yes
9095,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9095,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9095,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9095,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Protected well,,No
9096,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,2,30,No,Unprotected well,,Yes
9096,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,24,No,Unprotected well,,Yes
9096,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9096,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
9096,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,Yes,Protected well,,Yes
9097,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,No,Unprotected well,,No
9097,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,8,No,Unprotected well,,No
9097,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9097,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected spring,,Yes
9097,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
9098,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,No,Unprotected well,,No
9098,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,42,No,Unprotected well,,Yes
9098,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9098,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9098,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,15,Yes,Protected well,,No
9099,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,No,Unprotected well,,No
9099,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9099,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,No
9099,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,35,Yes,Unprotected well,,Yes
9099,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Protected well,,No
9100,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,20,No,Unprotected well,,No
9100,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,Yes,Unprotected well,,Yes
9100,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9100,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9100,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Protected well,,No
9102,4,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,30,No,Unprotected well,,Yes
9102,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9102,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
9104,5,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
9105,6,0,,Remained the same,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Protected well,,1,,No,Protected well,,Yes
9106,4,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Purchased firewood,Battery torch,,No,,Unprotected well,,0,1,No,Unprotected well,,Yes
9106,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9108,2,,,,Brick/Block/Cement,,Tiles,,3,Traditional fire,Collected firewood,Solar,,Yes,Uncovered pit latrine,Unprotected well,,,45,No,Unprotected well,,Yes
9108,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,36,No,Unprotected well,,No
9108,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9108,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9108,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,No
9109,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Public tap,,0,30,No,Protected well,,No
9110,6,0,,Remained the same,Wood,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,10,No,Protected well,,No
9111,4,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,,No,Unprotected well,,No
9111,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9111,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
9115,5,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,30,Yes,Unprotected well,,No
9115,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,40,Yes,Protected well,,Yes
9117,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Protected well,,1,,No,Protected well,,Yes
9119,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Public tap,,0,30,Yes,Protected well,,Yes
9120,6,0,,Remained the same,Wood,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,30,No,Protected well,,No
9121,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Public tap,,0,20,Yes,Protected well,,Yes
9123,6,0,,Remained the same,Brick/Block/Cement,,Cement,,2,Traditional fire,Purchased firewood,Solar,,Yes,Covered pit latrine,Protected well,,0,20,No,Protected well,,Yes
9125,6,0,,Worsened,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Solar,,Yes,Covered pit latrine,Protected well,,0,10,No,Protected well,,No
9127,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Solar,,No,,Public tap,,1,,Yes,Protected well,,No
9128,6,0,,Remained the same,Wood,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,45,No,Protected well,,No
9129,6,0,,Remained the same,Brick/Block/Cement,,Cement,,2,Traditional fire,Collected firewood,Solar,,Yes,Covered pit latrine,Public tap,,0,20,Yes,Protected well,,No
9130,6,0,,Remained the same,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,,No,Borehole,,Yes
9131,6,0,,Remained the same,Wood,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,15,No,Protected well,,No
9132,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Public tap,,0,30,Yes,Protected well,,No
9133,6,0,,Remained the same,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Public tap,,1,,Yes,Protected well,,No
9134,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Public tap,,0,20,Yes,Protected well,,Yes
9135,6,0,,Remained the same,Wood,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,40,No,Protected well,,No
9140,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Ordinary jiko,Charcoal,Solar,,Yes,Covered pit latrine,Public tap,,0,20,Yes,Protected well,,No
10001,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,50,No,Unprotected well,,No
10001,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,Yes,Unprotected well,,Yes
10001,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10001,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Protected spring,,Yes
10001,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,15,No,Protected well,,Yes
10002,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Uncovered pit latrine,Unprotected well,,0,1,No,Unprotected well,,No
10002,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10002,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10002,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,Yes,Unprotected well,,Yes
10002,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
10003,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,35,No,Unprotected well,,No
10003,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10003,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10003,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
10003,6,0,Remained the same,,,,,,,,,,,,,Protected well,,17,,No,Protected well,,Yes
10004,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Uncovered pit latrine,Unprotected well,,0,45,No,Unprotected well,,No
10004,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
10004,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10004,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
10004,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
10005,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,40,No,Unprotected well,,No
10005,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,35,No,Unprotected well,,No
10005,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
10005,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10006,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,0,Yes,Unprotected well,,No
10006,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
10006,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
10006,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
10006,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
10007,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,50,No,Unprotected well,,Yes
10007,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,50,Yes,Unprotected well,,Yes
10007,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10007,5,0,Remained the same,,,,,,,,,,,,,Protected well,,3,,No,Protected well,,No
10007,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,No
10008,1,,,,Brick/Block/Cement,,Cement,,4,Traditional fire,Collected firewood,Battery torch,,Yes,Covered pit latrine,Unprotected well,,1,0,No,Unprotected well,,No
10009,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,0,No,Unprotected well,,No
10009,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
10009,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10009,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10010,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,45,No,Unprotected well,,No
10010,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
10010,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,Yes
10010,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,Yes,Unprotected well,,Yes
10010,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
10011,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
10011,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,Yes
10011,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
10011,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10011,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
10012,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,45,No,Unprotected well,,No
10012,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
10012,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,1,,No,Protected well,,Yes
10013,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,30,No,Unprotected well,,No
10013,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10013,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10013,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10013,6,0,Remained the same,,,,,,,,,,,,,Protected spring,,0,40,No,Protected well,,No
10014,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,45,No,Unprotected spring,,No
10014,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10014,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10014,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected spring,,Yes
10014,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
10015,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,40,No,Unprotected well,,No
10015,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10016,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,40,No,Unprotected well,,Yes
10016,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
10016,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
10016,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,No
10016,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
10017,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,45,No,Unprotected well,,No
10017,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
10017,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
10017,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10017,6,0,Remained the same,,,,,,,,,,,,,Protected spring,,0,40,No,Protected well,,No
10018,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,45,No,Unprotected well,,No
10018,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
10018,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
10018,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
10018,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
10019,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,0,No,Unprotected well,,No
10019,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
10019,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
10019,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10019,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,Yes
10020,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,45,No,Protected well,,Yes
10020,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
10020,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10020,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10020,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
10021,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,40,No,Unprotected well,,Yes
10021,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,35,No,Unprotected well,,Yes
10021,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
10021,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
10021,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
10022,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,40,No,Unprotected well,,No
